Gene,Non-unique Gene name,Annotation,GCA_000024945.1,GCA_002005185.1,GCA_002082765.1,GCA_013393365.1,GCA_016127175.1,GCA_018406505.1,GCA_028743475.1,GCA_031190775.1,GCA_032695835.1,GCA_036456085.1,GCA_042850485.1,GCA_900186885.1,GCA_900187285.1,GCA_900637515.1,GCA_902810435.1
rplU,rplU,50S ribosomal protein L21,OKNGDJCJ_01246,GFDNPGNJ_01867,BFBCFGIC_01229,AMGBDAFE_00617,KOCEJNFM_00603,POEAOIBB_00999,GCKDAGAE_00286,PDIMPFPI_00579,AGBEICAE_01807,HCNBPFHJ_00159,BBFLPEJG_01223,AEMNHECO_01246,ICLGGANE_01282,PAGOGBDJ_00652,LAOJDNKF_00709
cobU~~~cobP,cobU;cobP,Bifunctional adenosylcobalamin biosynthesis protein CobU;Bifunctional adenosylcobalamin biosynthesis protein CobP,OKNGDJCJ_00931,GFDNPGNJ_01547,BFBCFGIC_00883,AMGBDAFE_00936,KOCEJNFM_00918,POEAOIBB_00673,GCKDAGAE_00623,PDIMPFPI_00906,AGBEICAE_00049,HCNBPFHJ_00543,BBFLPEJG_00899,AEMNHECO_00931,ICLGGANE_00914,PAGOGBDJ_01025,LAOJDNKF_01033
cobQ,cobQ,Cobyric acid synthase,OKNGDJCJ_00932,GFDNPGNJ_01548,BFBCFGIC_00884,AMGBDAFE_00935,KOCEJNFM_00917,POEAOIBB_00674,GCKDAGAE_00622,PDIMPFPI_00905,AGBEICAE_00048,HCNBPFHJ_00542,BBFLPEJG_00900,AEMNHECO_00932,ICLGGANE_00915,PAGOGBDJ_01024,LAOJDNKF_01032
group_2479,,2-methyl-6-phytyl-14-hydroquinone methyltransferase,OKNGDJCJ_00970,GFDNPGNJ_01585,BFBCFGIC_00919,AMGBDAFE_00902,KOCEJNFM_00879,POEAOIBB_00709,GCKDAGAE_00583,PDIMPFPI_00868,AGBEICAE_00006,HCNBPFHJ_00504,BBFLPEJG_00938,AEMNHECO_00970,ICLGGANE_00952,PAGOGBDJ_00987,LAOJDNKF_00994
xerD~~~xerC~~~xerD_2,xerD;xerC;xerD_2,Tyrosine recombinase XerD;Tyrosine recombinase XerC,OKNGDJCJ_00962,GFDNPGNJ_01578,BFBCFGIC_00911,AMGBDAFE_00909,KOCEJNFM_00887,POEAOIBB_00701,GCKDAGAE_00592,PDIMPFPI_00875,AGBEICAE_00015,HCNBPFHJ_00512,BBFLPEJG_00930,AEMNHECO_00962,ICLGGANE_00945,PAGOGBDJ_00994,LAOJDNKF_01002
group_2437,,hypothetical protein,OKNGDJCJ_00667,GFDNPGNJ_01292,BFBCFGIC_00626,AMGBDAFE_01188,KOCEJNFM_01182,POEAOIBB_01200,GCKDAGAE_00875,PDIMPFPI_01214,AGBEICAE_00351,HCNBPFHJ_00805,BBFLPEJG_00648,AEMNHECO_00667,ICLGGANE_00659,PAGOGBDJ_01276,LAOJDNKF_01296
tuf_1,tuf_1,Elongation factor Tu,OKNGDJCJ_01566,GFDNPGNJ_00160,BFBCFGIC_01544,AMGBDAFE_01521,KOCEJNFM_00284,POEAOIBB_01539,GCKDAGAE_01200,PDIMPFPI_01544,AGBEICAE_00738,HCNBPFHJ_01138,BBFLPEJG_01585,AEMNHECO_01565,ICLGGANE_01589,PAGOGBDJ_01613,LAOJDNKF_01631
uppS,uppS,Isoprenyl transferase;Ditranspolycis-undecaprenyl-diphosphate synthase ((2E6E)-farnesyl-diphosphate specific),OKNGDJCJ_00887,GFDNPGNJ_01503,BFBCFGIC_00840,AMGBDAFE_00978,KOCEJNFM_00962,POEAOIBB_00629,GCKDAGAE_00666,PDIMPFPI_00950,AGBEICAE_00097,HCNBPFHJ_00587,BBFLPEJG_00855,AEMNHECO_00887,ICLGGANE_00869,PAGOGBDJ_01068,LAOJDNKF_01077
rbsC,rbsC,Ribose import permease protein RbsC,OKNGDJCJ_00110,GFDNPGNJ_00688,BFBCFGIC_00243,AMGBDAFE_00110,KOCEJNFM_01739,POEAOIBB_00100,GCKDAGAE_01766,PDIMPFPI_00070,AGBEICAE_01320,HCNBPFHJ_01696,BBFLPEJG_00117,AEMNHECO_00110,ICLGGANE_00121,PAGOGBDJ_00105,LAOJDNKF_00113
tpx,tpx,Thiol peroxidase,OKNGDJCJ_00918,GFDNPGNJ_01534,BFBCFGIC_00870,AMGBDAFE_00949,KOCEJNFM_00931,POEAOIBB_00659,GCKDAGAE_00636,PDIMPFPI_00919,AGBEICAE_00062,HCNBPFHJ_00556,BBFLPEJG_00886,AEMNHECO_00918,ICLGGANE_00901,PAGOGBDJ_01038,LAOJDNKF_01046
yheI,yheI,putative multidrug resistance ABC transporter ATP-binding/permease protein YheI,OKNGDJCJ_00919,GFDNPGNJ_01535,BFBCFGIC_00871,AMGBDAFE_00948,KOCEJNFM_00930,POEAOIBB_00660,GCKDAGAE_00635,PDIMPFPI_00918,AGBEICAE_00061,HCNBPFHJ_00555,BBFLPEJG_00887,AEMNHECO_00919,ICLGGANE_00902,PAGOGBDJ_01037,LAOJDNKF_01045
rpmH,rpmH,50S ribosomal protein L34,OKNGDJCJ_01925,GFDNPGNJ_00577,BFBCFGIC_01893,AMGBDAFE_01953,KOCEJNFM_01849,POEAOIBB_01929,GCKDAGAE_01655,PDIMPFPI_01950,AGBEICAE_01108,HCNBPFHJ_01577,BBFLPEJG_01949,AEMNHECO_01924,ICLGGANE_01893,PAGOGBDJ_01997,LAOJDNKF_01974
rpmG1,rpmG1,50S ribosomal protein L33 1,OKNGDJCJ_01564,GFDNPGNJ_00158,BFBCFGIC_01541,AMGBDAFE_01519,KOCEJNFM_00286,POEAOIBB_01537,GCKDAGAE_01198,PDIMPFPI_01542,AGBEICAE_00737,HCNBPFHJ_01136,BBFLPEJG_01583,AEMNHECO_01563,ICLGGANE_01587,PAGOGBDJ_01611,LAOJDNKF_01629
cobD_1~~~cobD_2,cobD_1;cobD_2,Cobalamin biosynthesis protein CobD,OKNGDJCJ_00933,GFDNPGNJ_01549,BFBCFGIC_00885,AMGBDAFE_00934,KOCEJNFM_00916,POEAOIBB_00675,GCKDAGAE_00621,PDIMPFPI_00904,AGBEICAE_00047,HCNBPFHJ_00541,BBFLPEJG_00901,AEMNHECO_00933,ICLGGANE_00916,PAGOGBDJ_01023,LAOJDNKF_01031
rpmD,rpmD,50S ribosomal protein L30,OKNGDJCJ_01528,GFDNPGNJ_00122,BFBCFGIC_01506,AMGBDAFE_01483,KOCEJNFM_00322,POEAOIBB_01501,GCKDAGAE_01163,PDIMPFPI_01506,AGBEICAE_00701,HCNBPFHJ_01100,BBFLPEJG_01547,AEMNHECO_01527,ICLGGANE_01551,PAGOGBDJ_01576,LAOJDNKF_01593
rpsU,rpsU,30S ribosomal protein S21,OKNGDJCJ_00914,GFDNPGNJ_01530,BFBCFGIC_00866,AMGBDAFE_00952,KOCEJNFM_00935,POEAOIBB_00655,GCKDAGAE_00640,PDIMPFPI_00923,AGBEICAE_00066,HCNBPFHJ_00560,BBFLPEJG_00882,AEMNHECO_00914,ICLGGANE_00896,PAGOGBDJ_01042,LAOJDNKF_01050
rpmB,rpmB,50S ribosomal protein L28,OKNGDJCJ_01085,GFDNPGNJ_01697,BFBCFGIC_01041,AMGBDAFE_00790,KOCEJNFM_00764,POEAOIBB_00826,GCKDAGAE_00471,PDIMPFPI_00753,AGBEICAE_02006,HCNBPFHJ_00386,BBFLPEJG_01050,AEMNHECO_01085,ICLGGANE_01058,PAGOGBDJ_00826,LAOJDNKF_00883
miaB~~~miaB_2~~~miaB_1,miaB;miaB_2;miaB_1,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase,OKNGDJCJ_00895,GFDNPGNJ_01511,BFBCFGIC_00848,AMGBDAFE_00970,KOCEJNFM_00954,POEAOIBB_00637,GCKDAGAE_00658,PDIMPFPI_00942,AGBEICAE_00088;AGBEICAE_00089,HCNBPFHJ_00579,BBFLPEJG_00863,AEMNHECO_00895,ICLGGANE_00877,PAGOGBDJ_01060,LAOJDNKF_01069
rpmE,rpmE,50S ribosomal protein L31,OKNGDJCJ_01128,GFDNPGNJ_01742,BFBCFGIC_01089,AMGBDAFE_00746,KOCEJNFM_00721,POEAOIBB_00874,GCKDAGAE_00423,PDIMPFPI_00706,AGBEICAE_01959,HCNBPFHJ_00341,BBFLPEJG_01094,AEMNHECO_01128,ICLGGANE_01157,PAGOGBDJ_00781,LAOJDNKF_00839
clpC_2~~~clpC_1,clpC_2;clpC_1,Negative regulator of genetic competence ClpC/MecB,OKNGDJCJ_01048,GFDNPGNJ_01660,BFBCFGIC_01003,AMGBDAFE_00827,KOCEJNFM_00801,POEAOIBB_00789,GCKDAGAE_00507,PDIMPFPI_00790,AGBEICAE_02043,HCNBPFHJ_00423,BBFLPEJG_01013,AEMNHECO_01048,ICLGGANE_01021,PAGOGBDJ_00863,LAOJDNKF_00920
group_2154,,hypothetical protein,OKNGDJCJ_00968,GFDNPGNJ_01583,BFBCFGIC_00917,AMGBDAFE_00904,KOCEJNFM_00881,POEAOIBB_00707,GCKDAGAE_00585,PDIMPFPI_00870,AGBEICAE_00008,HCNBPFHJ_00506,BBFLPEJG_00936,AEMNHECO_00968,ICLGGANE_00950,PAGOGBDJ_00989,LAOJDNKF_00996
ybjG~~~bcrC,ybjG;;bcrC,Putative undecaprenyl-diphosphatase YbjG;hypothetical protein;Undecaprenyl-diphosphatase BcrC,OKNGDJCJ_00964,GFDNPGNJ_01580,BFBCFGIC_00913,AMGBDAFE_00907,KOCEJNFM_00885,POEAOIBB_00703,GCKDAGAE_00590,PDIMPFPI_00873,AGBEICAE_00013;AGBEICAE_00012,HCNBPFHJ_00510,BBFLPEJG_00932,AEMNHECO_00964,ICLGGANE_00947,PAGOGBDJ_00992,LAOJDNKF_01000
rpmC,rpmC,50S ribosomal protein L29,OKNGDJCJ_01538,GFDNPGNJ_00132,BFBCFGIC_01516,AMGBDAFE_01493,KOCEJNFM_00312,POEAOIBB_01511,GCKDAGAE_01173,PDIMPFPI_01516,AGBEICAE_00711,HCNBPFHJ_01110,BBFLPEJG_01557,AEMNHECO_01537,ICLGGANE_01561,PAGOGBDJ_01586,LAOJDNKF_01603
group_2139,,hypothetical protein,OKNGDJCJ_00355,GFDNPGNJ_00920,BFBCFGIC_00376,AMGBDAFE_00342,KOCEJNFM_01494,POEAOIBB_00330,GCKDAGAE_02010,PDIMPFPI_00303,AGBEICAE_01468,HCNBPFHJ_01931,BBFLPEJG_00355,AEMNHECO_00355,ICLGGANE_00364,PAGOGBDJ_00324,LAOJDNKF_00347
citE,citE,Citrate lyase subunit beta,OKNGDJCJ_01443,GFDNPGNJ_00045,BFBCFGIC_01422,AMGBDAFE_01402,KOCEJNFM_00406,POEAOIBB_01419,GCKDAGAE_01084,PDIMPFPI_01424,AGBEICAE_00598,HCNBPFHJ_01020,BBFLPEJG_01474,AEMNHECO_01443,ICLGGANE_01468,PAGOGBDJ_01492,LAOJDNKF_01515
infA,infA,Translation initiation factor IF-1,OKNGDJCJ_01523,GFDNPGNJ_00117,BFBCFGIC_01501,AMGBDAFE_01478,KOCEJNFM_00327,POEAOIBB_01496,GCKDAGAE_01158,PDIMPFPI_01501,AGBEICAE_00696,HCNBPFHJ_01095,BBFLPEJG_01542,AEMNHECO_01522,ICLGGANE_01546,PAGOGBDJ_01571,LAOJDNKF_01588
group_2099,,hypothetical protein,OKNGDJCJ_00401,GFDNPGNJ_01030,BFBCFGIC_00420,AMGBDAFE_00387,KOCEJNFM_01448,POEAOIBB_00378,GCKDAGAE_00046,PDIMPFPI_00348,AGBEICAE_01568,HCNBPFHJ_01972,BBFLPEJG_00397,AEMNHECO_00401,ICLGGANE_00403,PAGOGBDJ_00370,LAOJDNKF_00445
yafV,yafV,Omega-amidase YafV,OKNGDJCJ_00399,GFDNPGNJ_01027,BFBCFGIC_00418,AMGBDAFE_00385,KOCEJNFM_01450,POEAOIBB_00376,GCKDAGAE_00044,PDIMPFPI_00345,AGBEICAE_01566,HCNBPFHJ_01969,BBFLPEJG_00394,AEMNHECO_00399,ICLGGANE_00400,PAGOGBDJ_00368,LAOJDNKF_00443
pgaB,pgaB,Poly-beta-16-N-acetyl-D-glucosamine N-deacetylase,OKNGDJCJ_00400,GFDNPGNJ_01029,BFBCFGIC_00419,AMGBDAFE_00386,KOCEJNFM_01449,POEAOIBB_00377,GCKDAGAE_00045,PDIMPFPI_00347,AGBEICAE_01567,HCNBPFHJ_01971,BBFLPEJG_00396,AEMNHECO_00400,ICLGGANE_00402,PAGOGBDJ_00369,LAOJDNKF_00444
group_2094,,hypothetical protein,OKNGDJCJ_00402,GFDNPGNJ_01031,BFBCFGIC_00421,AMGBDAFE_00388,KOCEJNFM_01447,POEAOIBB_00379,GCKDAGAE_00047,PDIMPFPI_00349,AGBEICAE_01569,HCNBPFHJ_01973,BBFLPEJG_00398,AEMNHECO_00402,ICLGGANE_00404,PAGOGBDJ_00371,LAOJDNKF_00446
pyrE,pyrE,Orotate phosphoribosyltransferase,OKNGDJCJ_00413,GFDNPGNJ_01041,BFBCFGIC_00431,AMGBDAFE_00398,KOCEJNFM_01436,POEAOIBB_00392,GCKDAGAE_00060,PDIMPFPI_00359,AGBEICAE_01579,HCNBPFHJ_01983,BBFLPEJG_00408,AEMNHECO_00413,ICLGGANE_00414,PAGOGBDJ_00381,LAOJDNKF_00456
pyrF,pyrF,Orotidine 5'-phosphate decarboxylase,OKNGDJCJ_00414,GFDNPGNJ_01042,BFBCFGIC_00432,AMGBDAFE_00399,KOCEJNFM_01435,POEAOIBB_00393,GCKDAGAE_00061,PDIMPFPI_00360,AGBEICAE_01580,HCNBPFHJ_01984,BBFLPEJG_00409,AEMNHECO_00414,ICLGGANE_00415,PAGOGBDJ_00382,LAOJDNKF_00457
polC_1,;polC_1,Putative bifunctional exonuclease/endonuclease protein;DNA polymerase III PolC-type,OKNGDJCJ_00415,GFDNPGNJ_01043,BFBCFGIC_00433,AMGBDAFE_00400,KOCEJNFM_01434,POEAOIBB_00394,GCKDAGAE_00062,PDIMPFPI_00361,AGBEICAE_01581,HCNBPFHJ_01985,BBFLPEJG_00410,AEMNHECO_00415,ICLGGANE_00416,PAGOGBDJ_00383,LAOJDNKF_00458
deoC,deoC,Deoxyribose-phosphate aldolase,OKNGDJCJ_00416,GFDNPGNJ_01044,BFBCFGIC_00434,AMGBDAFE_00401,KOCEJNFM_01433,POEAOIBB_00395,GCKDAGAE_00063,PDIMPFPI_00362,AGBEICAE_01582,HCNBPFHJ_01986,BBFLPEJG_00411,AEMNHECO_00416,ICLGGANE_00417,PAGOGBDJ_00384,LAOJDNKF_00459
pdp,pdp,Pyrimidine-nucleoside phosphorylase,OKNGDJCJ_00417,GFDNPGNJ_01045,BFBCFGIC_00435,AMGBDAFE_00402,KOCEJNFM_01432,POEAOIBB_00396,GCKDAGAE_00064,PDIMPFPI_00363,AGBEICAE_01583,HCNBPFHJ_01987,BBFLPEJG_00412,AEMNHECO_00417,ICLGGANE_00418,PAGOGBDJ_00385,LAOJDNKF_00460
metQ_2~~~metQ_1,metQ_2;metQ_1,Methionine-binding lipoprotein MetQ,OKNGDJCJ_00419,GFDNPGNJ_01051,BFBCFGIC_00437,AMGBDAFE_00404,KOCEJNFM_01430,POEAOIBB_00402,GCKDAGAE_00066,PDIMPFPI_00365,AGBEICAE_01585,HCNBPFHJ_01989,BBFLPEJG_00414,AEMNHECO_00419,ICLGGANE_00420,PAGOGBDJ_00387,LAOJDNKF_00466
menA,menA,14-dihydroxy-2-naphthoate octaprenyltransferase,OKNGDJCJ_00420,GFDNPGNJ_01052,BFBCFGIC_00438,AMGBDAFE_00405,KOCEJNFM_01429,POEAOIBB_00403,GCKDAGAE_00067,PDIMPFPI_00366,AGBEICAE_01586,HCNBPFHJ_01990,BBFLPEJG_00415,AEMNHECO_00420,ICLGGANE_00421,PAGOGBDJ_00388,LAOJDNKF_00467
yabJ,yabJ,2-iminobutanoate/2-iminopropanoate deaminase,OKNGDJCJ_00423,GFDNPGNJ_01055,BFBCFGIC_00441,AMGBDAFE_00408,KOCEJNFM_01426,POEAOIBB_00406,GCKDAGAE_00070,PDIMPFPI_00369,AGBEICAE_01589,HCNBPFHJ_01993,BBFLPEJG_00418,AEMNHECO_00423,ICLGGANE_00424,PAGOGBDJ_00391,LAOJDNKF_00470
group_2086,,hypothetical protein,OKNGDJCJ_00424,GFDNPGNJ_01056,BFBCFGIC_00442,AMGBDAFE_00409,KOCEJNFM_01425,POEAOIBB_00407,GCKDAGAE_00071,PDIMPFPI_00370,AGBEICAE_01590,HCNBPFHJ_01994,BBFLPEJG_00419,AEMNHECO_00424,ICLGGANE_00425,PAGOGBDJ_00392,LAOJDNKF_00471
fsr_1,fsr_1,Fosmidomycin resistance protein,OKNGDJCJ_00425,GFDNPGNJ_01057,BFBCFGIC_00443,AMGBDAFE_00410,KOCEJNFM_01424,POEAOIBB_00411,GCKDAGAE_00075,PDIMPFPI_00371,AGBEICAE_01591,HCNBPFHJ_01995,BBFLPEJG_00420,AEMNHECO_00425,ICLGGANE_00427,PAGOGBDJ_00396,LAOJDNKF_00473
group_2084,,hypothetical protein,OKNGDJCJ_00427,GFDNPGNJ_01059,BFBCFGIC_00446,AMGBDAFE_00412,KOCEJNFM_01422,POEAOIBB_00414,GCKDAGAE_00077,PDIMPFPI_00373,AGBEICAE_01593,HCNBPFHJ_01997,BBFLPEJG_00422,AEMNHECO_00427,ICLGGANE_00429,PAGOGBDJ_00399,LAOJDNKF_00475
group_2082,,hypothetical protein,OKNGDJCJ_00428,GFDNPGNJ_01060,BFBCFGIC_00447,AMGBDAFE_00413,KOCEJNFM_01421,POEAOIBB_00415,GCKDAGAE_00078,PDIMPFPI_00374,AGBEICAE_01594,HCNBPFHJ_01998,BBFLPEJG_00423,AEMNHECO_00428,ICLGGANE_00430,PAGOGBDJ_00400,LAOJDNKF_00476
group_2081,,hypothetical protein,OKNGDJCJ_00429,GFDNPGNJ_01061,BFBCFGIC_00448,AMGBDAFE_00414,KOCEJNFM_01420,POEAOIBB_00416,GCKDAGAE_00079,PDIMPFPI_00375,AGBEICAE_01595,HCNBPFHJ_01999,BBFLPEJG_00424,AEMNHECO_00429,ICLGGANE_00431,PAGOGBDJ_00401,LAOJDNKF_00477
dat,dat,D-alanine aminotransferase,OKNGDJCJ_00430,GFDNPGNJ_01062,BFBCFGIC_00449,AMGBDAFE_00415,KOCEJNFM_01419,POEAOIBB_00417,GCKDAGAE_00080,PDIMPFPI_00376,AGBEICAE_01596,HCNBPFHJ_02000,BBFLPEJG_00425,AEMNHECO_00430,ICLGGANE_00432,PAGOGBDJ_00402,LAOJDNKF_00478
yfcA~~~yfcA_1,yfcA;yfcA_1,putative membrane transporter protein YfcA,OKNGDJCJ_00434,GFDNPGNJ_01066,BFBCFGIC_00453,AMGBDAFE_00419,KOCEJNFM_01415,POEAOIBB_00421,GCKDAGAE_00084,PDIMPFPI_00380,AGBEICAE_01600,HCNBPFHJ_02004,BBFLPEJG_00429,AEMNHECO_00434,ICLGGANE_00436,PAGOGBDJ_00406,LAOJDNKF_00482
metI,metI,D-methionine transport system permease protein MetI,OKNGDJCJ_00432,GFDNPGNJ_01064,BFBCFGIC_00451,AMGBDAFE_00417,KOCEJNFM_01417,POEAOIBB_00419,GCKDAGAE_00082,PDIMPFPI_00378,AGBEICAE_01598,HCNBPFHJ_02002,BBFLPEJG_00427,AEMNHECO_00432,ICLGGANE_00434,PAGOGBDJ_00404,LAOJDNKF_00480
group_2079,,hypothetical protein,OKNGDJCJ_00433,GFDNPGNJ_01065,BFBCFGIC_00452,AMGBDAFE_00418,KOCEJNFM_01416,POEAOIBB_00420,GCKDAGAE_00083,PDIMPFPI_00379,AGBEICAE_01599,HCNBPFHJ_02003,BBFLPEJG_00428,AEMNHECO_00433,ICLGGANE_00435,PAGOGBDJ_00405,LAOJDNKF_00481
speD,speD,S-adenosylmethionine decarboxylase proenzyme,OKNGDJCJ_00447,GFDNPGNJ_01079,BFBCFGIC_00466,AMGBDAFE_00432,KOCEJNFM_01402,POEAOIBB_00434,GCKDAGAE_00097,PDIMPFPI_00393,AGBEICAE_01613,HCNBPFHJ_02017,BBFLPEJG_00442,AEMNHECO_00447,ICLGGANE_00449,PAGOGBDJ_00419,LAOJDNKF_00495
group_2078,,NAD-dependent malic enzyme,OKNGDJCJ_00448,GFDNPGNJ_01080,BFBCFGIC_00467,AMGBDAFE_00433,KOCEJNFM_01401,POEAOIBB_00435,GCKDAGAE_00099,PDIMPFPI_00394,AGBEICAE_01614,HCNBPFHJ_02018,BBFLPEJG_00443,AEMNHECO_00448,ICLGGANE_00450,PAGOGBDJ_00420,LAOJDNKF_00496
menC,menC,o-succinylbenzoate synthase,OKNGDJCJ_00384,GFDNPGNJ_00949,BFBCFGIC_00408,AMGBDAFE_00371,KOCEJNFM_01465,POEAOIBB_00359,GCKDAGAE_00027,PDIMPFPI_00332,AGBEICAE_01501,HCNBPFHJ_01960,BBFLPEJG_00384,AEMNHECO_00384,ICLGGANE_00393,PAGOGBDJ_00354,LAOJDNKF_00376
bacC,bacC,Dihydroanticapsin 7-dehydrogenase,OKNGDJCJ_00435,GFDNPGNJ_01067,BFBCFGIC_00454,AMGBDAFE_00420,KOCEJNFM_01414,POEAOIBB_00422,GCKDAGAE_00085,PDIMPFPI_00381,AGBEICAE_01601,HCNBPFHJ_02005,BBFLPEJG_00430,AEMNHECO_00435,ICLGGANE_00437,PAGOGBDJ_00407,LAOJDNKF_00483
group_2076,,hypothetical protein,OKNGDJCJ_00436,GFDNPGNJ_01068,BFBCFGIC_00455,AMGBDAFE_00421,KOCEJNFM_01413,POEAOIBB_00423,GCKDAGAE_00086,PDIMPFPI_00382,AGBEICAE_01602,HCNBPFHJ_02006,BBFLPEJG_00431,AEMNHECO_00436,ICLGGANE_00438,PAGOGBDJ_00408,LAOJDNKF_00484
rph,rph,Ribonuclease PH,OKNGDJCJ_00444,GFDNPGNJ_01076,BFBCFGIC_00463,AMGBDAFE_00429,KOCEJNFM_01405,POEAOIBB_00431,GCKDAGAE_00094,PDIMPFPI_00390,AGBEICAE_01610,HCNBPFHJ_02014,BBFLPEJG_00439,AEMNHECO_00444,ICLGGANE_00446,PAGOGBDJ_00416,LAOJDNKF_00492
group_2075,,Putative metallophosphoesterase MG207;hypothetical protein,OKNGDJCJ_00446,GFDNPGNJ_01078,BFBCFGIC_00465,AMGBDAFE_00431,KOCEJNFM_01403,POEAOIBB_00433,GCKDAGAE_00096,PDIMPFPI_00392,AGBEICAE_01612,HCNBPFHJ_02016,BBFLPEJG_00441,AEMNHECO_00446,ICLGGANE_00448,PAGOGBDJ_00418,LAOJDNKF_00494
rdgB,rdgB;,dITP/XTP pyrophosphatase,OKNGDJCJ_00445,GFDNPGNJ_01077,BFBCFGIC_00464,AMGBDAFE_00430,KOCEJNFM_01404,POEAOIBB_00432,GCKDAGAE_00095,PDIMPFPI_00391,AGBEICAE_01611,HCNBPFHJ_02015,BBFLPEJG_00440,AEMNHECO_00445,ICLGGANE_00447,PAGOGBDJ_00417,LAOJDNKF_00493
hpt,hpt,Hypoxanthine-guanine phosphoribosyltransferase,OKNGDJCJ_00520,GFDNPGNJ_01144,BFBCFGIC_00522,AMGBDAFE_01331,KOCEJNFM_01329,POEAOIBB_01345,GCKDAGAE_01017,PDIMPFPI_01357,AGBEICAE_00516,HCNBPFHJ_00950,BBFLPEJG_00503,AEMNHECO_00520,ICLGGANE_00517,PAGOGBDJ_01419,LAOJDNKF_01444
menB,menB,14-dihydroxy-2-naphthoyl-CoA synthase,OKNGDJCJ_00382,GFDNPGNJ_00947,BFBCFGIC_00406,AMGBDAFE_00369,KOCEJNFM_01467,POEAOIBB_00357,GCKDAGAE_00025,PDIMPFPI_00330,AGBEICAE_01499,HCNBPFHJ_01958,BBFLPEJG_00382,AEMNHECO_00382,ICLGGANE_00391,PAGOGBDJ_00352,LAOJDNKF_00374
ppx2,ppx2,Exopolyphosphatase 2,OKNGDJCJ_00518,GFDNPGNJ_01142,BFBCFGIC_00520,AMGBDAFE_01333,KOCEJNFM_01331,POEAOIBB_01347,GCKDAGAE_01019,PDIMPFPI_01359,AGBEICAE_00518,HCNBPFHJ_00952,BBFLPEJG_00501,AEMNHECO_00518,ICLGGANE_00515,PAGOGBDJ_01421,LAOJDNKF_01446
yugI,yugI,General stress protein 13,OKNGDJCJ_00517,GFDNPGNJ_01141,BFBCFGIC_00519,AMGBDAFE_01334,KOCEJNFM_01332,POEAOIBB_01348,GCKDAGAE_01020,PDIMPFPI_01360,AGBEICAE_00519,HCNBPFHJ_00953,BBFLPEJG_00500,AEMNHECO_00517,ICLGGANE_00514,PAGOGBDJ_01422,LAOJDNKF_01447
ftsL_1~~~ftsL_2,ftsL_1;ftsL_2,Cell division protein FtsL,OKNGDJCJ_00516,GFDNPGNJ_01140,BFBCFGIC_00518,AMGBDAFE_01335,KOCEJNFM_01333,POEAOIBB_01349,GCKDAGAE_01021,PDIMPFPI_01361,AGBEICAE_00520,HCNBPFHJ_00954,BBFLPEJG_00499,AEMNHECO_00516,ICLGGANE_00513,PAGOGBDJ_01423,LAOJDNKF_01448
ftsH,ftsH,ATP-dependent zinc metalloprotease FtsH,OKNGDJCJ_00521,GFDNPGNJ_01145,BFBCFGIC_00523,AMGBDAFE_01330,KOCEJNFM_01328,POEAOIBB_01344,GCKDAGAE_01016,PDIMPFPI_01356,AGBEICAE_00515,HCNBPFHJ_00949,BBFLPEJG_00504,AEMNHECO_00521,ICLGGANE_00518,PAGOGBDJ_01418,LAOJDNKF_01443
pchA,pchA,Salicylate biosynthesis isochorismate synthase,OKNGDJCJ_00379,GFDNPGNJ_00944,BFBCFGIC_00403,AMGBDAFE_00366,KOCEJNFM_01470,POEAOIBB_00354,GCKDAGAE_00022,PDIMPFPI_00327,AGBEICAE_01496,HCNBPFHJ_01955,BBFLPEJG_00379,AEMNHECO_00379,ICLGGANE_00388,PAGOGBDJ_00349,LAOJDNKF_00371
yjjP,yjjP,Inner membrane protein YjjP,OKNGDJCJ_00522,GFDNPGNJ_01146,BFBCFGIC_00525,AMGBDAFE_01329,KOCEJNFM_01327,POEAOIBB_01343,GCKDAGAE_01015,PDIMPFPI_01355,AGBEICAE_00514,HCNBPFHJ_00948,BBFLPEJG_00505,AEMNHECO_00522,ICLGGANE_00519,PAGOGBDJ_01417,LAOJDNKF_01442
purD,purD,Phosphoribosylamine--glycine ligase,OKNGDJCJ_00378,GFDNPGNJ_00943,BFBCFGIC_00402,AMGBDAFE_00365,KOCEJNFM_01471,POEAOIBB_00353,GCKDAGAE_00021,PDIMPFPI_00326,AGBEICAE_01495,HCNBPFHJ_01954,BBFLPEJG_00378,AEMNHECO_00378,ICLGGANE_00387,PAGOGBDJ_00348,LAOJDNKF_00370
birA_1~~~birA~~~birA_2,birA_1;birA;birA_2,Bifunctional ligase/repressor BirA,OKNGDJCJ_00523,GFDNPGNJ_01147,BFBCFGIC_00526,AMGBDAFE_01328,KOCEJNFM_01326,POEAOIBB_01342,GCKDAGAE_01014,PDIMPFPI_01354,AGBEICAE_00512;AGBEICAE_00513,HCNBPFHJ_00947,BBFLPEJG_00506,AEMNHECO_00523,ICLGGANE_00520,PAGOGBDJ_01416,LAOJDNKF_01441
ldhB,ldhB,L-lactate dehydrogenase 2,OKNGDJCJ_00515,GFDNPGNJ_01139,BFBCFGIC_00517,AMGBDAFE_01336,KOCEJNFM_01334,POEAOIBB_01350,GCKDAGAE_01022,PDIMPFPI_01362,AGBEICAE_00521,HCNBPFHJ_00955,BBFLPEJG_00498,AEMNHECO_00515,ICLGGANE_00512,PAGOGBDJ_01424,LAOJDNKF_01449
